pT,pE,fwer
0.766667,0.933333,0.0539162566
0.800000,0.933333,0.0539162566
0.833333,0.933333,0.0539162566
0.866667,0.933333,0.0539162566
0.900000,0.933333,0.0539162566
0.933333,0.933333,0.0539162566
0.966667,0.933333,0.0539162566
1.000000,0.933333,0.0539162566
0.000000,0.966667,nan
0.033333,0.966667,nan
0.066667,0.966667,nan
0.100000,0.966667,nan
0.133333,0.966667,nan
0.166667,0.966667,nan
0.200000,0.966667,nan
0.233333,0.966667,nan
0.266667,0.966667,nan
0.300000,0.966667,nan
0.333333,0.966667,nan
0.366667,0.966667,nan
0.400000,0.966667,0.0961405731
0.433333,0.966667,0.0690306782
0.466667,0.966667,0.0584957187
0.500000,0.966667,0.0550794194
0.533333,0.966667,0.0541606763
0.566667,0.966667,0.0539580032
0.600000,0.966667,0.0539219181
0.633333,0.966667,0.0539168476
0.666667,0.966667,0.0539163022
0.700000,0.966667,0.0539162590
0.733333,0.966667,0.0539162567
0.766667,0.966667,0.0539162566
0.800000,0.966667,0.0539162566
0.833333,0.966667,0.0539162566
0.866667,0.966667,0.0539162566
0.900000,0.966667,0.0539162566
0.933333,0.966667,0.0539162566
0.966667,0.966667,0.0539162566
1.000000,0.966667,0.0539162566
0.000000,1.000000,nan
0.033333,1.000000,nan
0.066667,1.000000,nan
0.100000,1.000000,nan
0.133333,1.000000,nan
0.166667,1.000000,nan
0.200000,1.000000,nan
0.233333,1.000000,nan
0.266667,1.000000,nan
0.300000,1.000000,nan
0.333333,1.000000,nan
0.366667,1.000000,nan
0.400000,1.000000,0.0961405731
0.433333,1.000000,0.0690306782
0.466667,1.000000,0.0584957187
0.500000,1.000000,0.0550794194
0.533333,1.000000,0.0541606763
0.566667,1.000000,0.0539580032
0.600000,1.000000,0.0539219181
0.633333,1.000000,0.0539168476
0.666667,1.000000,0.0539163022
0.700000,1.000000,0.0539162590
0.733333,1.000000,0.0539162567
0.766667,1.000000,0.0539162566
0.800000,1.000000,0.0539162566
0.833333,1.000000,0.0539162566
0.866667,1.000000,0.0539162566
0.900000,1.000000,0.0539162566
0.933333,1.000000,0.0539162566
0.966667,1.000000,0.0539162566
1.000000,1.000000,0.0539162566
